chr	labels	FRI	GNM	std(fri)	std(gnm)	prediction
chr6	0	0.426801	2e-06	-1.081628	-0.298252	0.0032559931
chr12	0	0.330862	1e-06	-1.459408	-0.442332	0.048655123
chr18	0	0.453272	1e-06	-1.10474	-0.323002	0.0013942122
chr5	0	0.435125	1e-06	-1.166044	-0.289197	0.00037622452
chr8	0	0.407589	1e-06	-1.201819	-0.297746	0.48882157
chr6	0	0.424092	2e-06	-1.102252	-0.298252	0.046792835
chr7	0	0.418162	1e-06	-1.265758	-0.334154	0.33365002
chr4	0	0.601303	2e-06	-0.761827	-0.193043	0.00020450354
chr4	0	0.574305	1e-06	-0.925288	-0.217578	0.0025522113
chr1	0	0.393162	1e-06	-1.405046	-0.485546	0.0006005168
chrX	0	0.578568	1e-06	-1.076159	-0.25951	0.0053207576
chr13	0	0.558435	1e-06	-0.58536	-0.341006	0.4858948
chr19	0	0.277264	1e-06	-1.43415	-0.719474	0.009023964
chr10	0	0.356443	1e-06	-1.406345	-0.350029	0.00020167232
chr10	0	0.298774	1e-06	-1.931187	-0.350029	0.0012105405
chr10	0	0.316034	1e-06	-1.774105	-0.350029	0.000608027
chr2	0	0.488489	1e-06	-0.424624	-0.40252	0.06710315
chr16	0	0.319524	1e-06	-1.671221	-0.387933	0.0067232847
chr6	0	0.415113	1e-06	-1.170613	-0.335257	0.32574925
chr7	0	0.456874	1e-06	-0.983111	-0.334154	0.0069479644
chr5	0	0.565697	2e-06	-0.163785	-0.252146	0.0048974752
chr4	0	0.69328	1e-06	-0.204947	-0.217578	0.00759694
chr8	0	0.452721	1e-06	-0.852323	-0.297746	0.06096968
chr8	0	0.480219	1e-06	-0.639382	-0.297746	0.23725018
chr18	0	0.519909	2e-06	-0.620801	-0.303067	0.9118343
chr3	0	0.394131	1e-06	-1.216817	-0.245352	0.31314078
chr16	0	0.410794	1e-06	-1.016878	-0.387933	0.00071525574
chr4	0	0.550939	1e-06	-1.066758	-0.217578	0.005778283
chr4	0	0.714511	2e-06	-0.076403	-0.193043	5.850196e-05
chr9	0	0.404864	1e-06	-1.595748	-0.337721	0.021029204
chr3	0	0.365438	1e-06	-1.456958	-0.245352	0.032655686
chr7	0	0.606591	2e-06	0.110015	-0.294247	0.20352265
chr14	0	0.419465	1e-06	-0.940696	-0.417507	0.027846962
chr2	0	0.449347	2e-06	-0.772664	-0.325466	0.11359677
chr2	0	0.372215	1e-06	-1.458499	-0.40252	0.0009968579
chr2	0	0.403693	1e-06	-1.178606	-0.40252	0.46653003
chr4	0	0.568202	1e-06	-0.962239	-0.217578	0.010711461
chr3	0	0.405678	1e-06	-1.120176	-0.245352	0.013869524
chr4	0	0.560531	1e-06	-1.008683	-0.217578	0.022391438
chr2	0	0.472831	1e-06	-0.563851	-0.40252	0.010979921
chr4	0	0.546556	1e-06	-1.093295	-0.217578	0.00030210614
chr1	0	0.383994	1e-06	-1.470356	-0.485546	0.002911508
chr4	0	0.606964	2e-06	-0.727552	-0.193043	0.00040450692
chr8	0	0.442347	1e-06	-0.932658	-0.297746	0.00017979741
chr20	0	0.320366	1e-06	-1.429735	-0.476117	0.061877996
chrX	0	0.577122	1e-06	-1.08859	-0.25951	0.045582443
chr6	0	0.457938	1e-06	-0.844571	-0.335257	0.00043651462
chr7	0	0.433788	1e-06	-1.151668	-0.334154	0.03337884
chr1	0	0.387731	1e-06	-1.443734	-0.485546	0.00015705824
chr11	0	0.499171	1e-06	-0.275849	-0.360989	0.7423743
chr16	0	0.368108	1e-06	-1.322907	-0.387933	0.10608265
chr14	0	0.338503	1e-06	-1.434227	-0.417507	0.015305012
chr3	0	0.426142	1e-06	-0.948906	-0.245352	0.28921714
chr3	0	0.35382	1e-06	-1.554193	-0.245352	0.0064359605
chr3	0	0.516235	1e-06	-0.194887	-0.245352	0.9247428
chr17	0	0.190748	2e-06	-2.498932	-0.597282	0.49056193
chr8	0	0.35577	1e-06	-1.603099	-0.297746	0.46067223
chr1	0	0.467281	1e-06	-0.877044	-0.485546	0.0058124065
chr14	0	0.417096	1e-06	-0.955137	-0.417507	0.015256435
chr4	0	0.554405	1e-06	-1.045773	-0.217578	0.00019311905
chr2	0	0.465377	1e-06	-0.63013	-0.40252	0.043853045
chrX	0	0.565242	2e-06	-1.190722	-0.232933	0.7403935
chr12	0	0.382364	1e-06	-1.071704	-0.442332	0.14682364
chr3	0	0.364162	1e-06	-1.467638	-0.245352	0.02734226
chr7	0	0.450588	1e-06	-1.029007	-0.334154	0.0010007322
chr14	0	0.431994	1e-06	-0.864321	-0.417507	0.0113657415
chr5	0	0.449831	1e-06	-1.053162	-0.289197	0.32882074
chr15	0	0.432847	2e-06	-0.938295	-0.396275	9.715557e-06
chr4	0	0.663884	1e-06	-0.382927	-0.217578	0.09035045
chr2	0	0.342927	1e-06	-1.71892	-0.40252	0.024790347
chr19	0	0.213604	1e-06	-2.046655	-0.719474	0.010747284
chr10	0	0.374697	1e-06	-1.240217	-0.350029	0.05253774
chr4	0	0.569947	1e-06	-0.951673	-0.217578	0.008274287
chrX	0	0.559953	1e-06	-1.236191	-0.25951	0.00055217743
chr8	0	0.401182	1e-06	-1.251434	-0.297746	0.000708282
chr12	0	0.288856	1e-06	-1.775626	-0.442332	0.0011600256
chr2	0	0.459322	2e-06	-0.683969	-0.325466	0.04611641
chr5	0	0.474084	1e-06	-0.866998	-0.289197	0.5149526
chr14	0	0.323864	1e-06	-1.523464	-0.417507	0.0019140244
chr8	0	0.55298	1e-06	-0.075931	-0.297746	0.0115299225
chr13	0	0.5422	2e-06	-0.680486	-0.318036	0.01117909
chr8	0	0.479084	1e-06	-0.648172	-0.297746	0.27648336
chr6	0	0.428459	1e-06	-1.069005	-0.335257	0.004426241
chr16	0	0.324933	1e-06	-1.632442	-0.387933	0.6398025
chr10	0	0.403872	1e-06	-0.974697	-0.350029	0.07601273
chr1	0	0.551492	2e-06	-0.27715	-0.40969	0.23291454
chr5	0	0.431566	1e-06	-1.193363	-0.289197	0.18042365
chr2	0	0.480382	1e-06	-0.496709	-0.40252	0.24042347
chr3	0	0.35875	1e-06	-1.512933	-0.245352	0.050792396
chr5	0	0.358383	1e-06	-1.755109	-0.289197	0.20411387
chr10	0	0.326993	1e-06	-1.674368	-0.350029	0.03548026
chr3	0	0.37183	1e-06	-1.403462	-0.245352	0.014653981
chr10	0	0.506633	2e-06	-0.039477	-0.307205	0.028692007
chr14	0	0.382915	1e-06	-1.163499	-0.417507	0.0003810823
chr4	0	0.621206	1e-06	-0.641323	-0.217578	0.0013961792
chr2	0	0.521756	3e-06	-0.128824	-0.248412	0.07832962
chr2	0	0.468547	1e-06	-0.601943	-0.40252	0.00073701143
chr9	0	0.49129	1e-06	-1.202129	-0.337721	0.00012591481
chr2	0	0.346642	1e-06	-1.685887	-0.40252	0.005317837
chr4	0	0.489506	1e-06	-1.438708	-0.217578	0.0016365647
chr1	0	0.541619	2e-06	-0.347483	-0.40969	0.9195788
chr6	0	0.374549	1e-06	-1.47944	-0.335257	0.0034084916
chr7	0	0.412202	1e-06	-1.309274	-0.334154	0.00047910213
chr12	0	0.343499	1e-06	-1.364277	-0.442332	0.012454212
chr4	0	0.686268	2e-06	-0.247402	-0.193043	0.56957746
chr9	0	0.43619	1e-06	-1.453077	-0.337721	0.00064593554
chr7	0	0.456077	1e-06	-0.98893	-0.334154	0.0013602972
chr3	0	0.414001	1e-06	-1.050518	-0.245352	0.011012942
chr21	0	0.740915	2e-06	-0.634746	-0.343545	0.00018045306
chr1	0	0.499405	1e-06	-0.648202	-0.485546	0.24819255
chr2	0	0.438636	1e-06	-0.867903	-0.40252	0.22804525
chr1	0	0.527179	1e-06	-0.450349	-0.485546	0.7100191
chrX	0	0.62518	2e-06	-0.675437	-0.232933	0.00414145
chr7	0	0.518306	1e-06	-0.534579	-0.334154	0.041952163
chr2	0	0.48818	1e-06	-0.427372	-0.40252	0.3256765
chr3	0	0.405528	1e-06	-1.121432	-0.245352	0.0010251999
chr10	0	0.360383	1e-06	-1.370488	-0.350029	0.0541586
chr3	0	0.341616	1e-06	-1.656333	-0.245352	0.00061672926
chr8	0	0.422402	1e-06	-1.087109	-0.297746	0.17568874
chr7	0	0.578913	3e-06	-0.09207	-0.25434	0.010581464
chr1	0	0.558482	2e-06	-0.227356	-0.40969	0.027805686
chr5	0	0.532888	1e-06	-0.415624	-0.289197	0.0031691194
chr5	0	0.347927	1e-06	-1.835369	-0.289197	0.015538067
chr10	0	0.35546	1e-06	-1.415292	-0.350029	0.71846884
chr14	0	0.348908	1e-06	-1.3708	-0.417507	0.00043275952
chr13	0	0.48515	1e-06	-1.014758	-0.341006	0.00566414
chr4	0	0.377696	1e-06	-2.115667	-0.217578	0.00015765429
chr5	0	0.40497	1e-06	-1.397511	-0.289197	0.0137678385
chr5	0	0.451569	1e-06	-1.039822	-0.289197	0.011319816
chr6	0	0.404613	1e-06	-1.250553	-0.335257	0.0008740723
chr6	0	0.348072	1e-06	-1.681019	-0.335257	0.0015582144
chr1	0	0.337063	1e-06	-1.804678	-0.485546	0.023874044
chr16	0	0.321175	1e-06	-1.659384	-0.387933	0.01588875
chr9	0	0.429912	1e-06	-1.481669	-0.337721	0.0027425885
chr14	0	0.436075	2e-06	-0.839444	-0.389401	8.46386e-06
chr20	0	0.419733	1e-06	-0.394609	-0.476117	0.021547645
chr4	0	0.559554	1e-06	-1.014598	-0.217578	0.1952835
chr13	0	0.51161	1e-06	-0.859721	-0.341006	0.00937742
chrX	0	0.582784	1e-06	-1.039914	-0.25951	0.7282803
chr14	0	0.344051	1e-06	-1.400408	-0.417507	9.8735094e-05
chr3	0	0.418951	1e-06	-1.00909	-0.245352	0.00011342764
chr8	0	0.590722	2e-06	0.216338	-0.263348	0.14673507
chr3	0	0.355214	1e-06	-1.542527	-0.245352	0.12641764
chr3	0	0.354679	1e-06	-1.547004	-0.245352	0.016027719
chr2	0	0.397576	1e-06	-1.232997	-0.40252	0.6325188
chr7	0	0.408082	1e-06	-1.339355	-0.334154	0.011821389
chr3	0	0.418299	1e-06	-1.014547	-0.245352	6.407499e-05
chr2	0	0.400856	1e-06	-1.203832	-0.40252	0.0011219084
chr10	0	0.369196	1e-06	-1.290281	-0.350029	0.014118999
chr7	0	0.431912	1e-06	-1.165366	-0.334154	0.0017527938
chr13	0	0.420676	1e-06	-1.392529	-0.341006	0.00043854117
chr3	0	0.329156	1e-06	-1.760615	-0.245352	0.06115699
chr18	0	0.427545	1e-06	-1.291577	-0.323002	5.2034855e-05
chr5	0	0.378776	1e-06	-1.598574	-0.289197	0.00012943149
chr7	0	0.450367	1e-06	-1.03062	-0.334154	0.0008134246
chr7	0	0.50759	1e-06	-0.612819	-0.334154	0.5090841
chr3	0	0.360353	1e-06	-1.499517	-0.245352	0.00014775991
chr6	0	0.431633	1e-06	-1.04484	-0.335257	0.018782318
chr2	0	0.477509	1e-06	-0.522255	-0.40252	0.024418026
chr1	0	0.338397	1e-06	-1.795175	-0.485546	0.00096431375
chr10	0	0.44273	1e-06	-0.621053	-0.350029	0.62497836
chr3	0	0.291158	1e-06	-2.078633	-0.245352	0.045786023
chr8	0	0.456642	1e-06	-0.821959	-0.297746	0.0006442368
chr5	0	0.392202	1e-06	-1.495517	-0.289197	0.029259294
chrX	0	0.614836	1e-06	-0.764364	-0.25951	3.84748e-05
chr2	0	0.395078	1e-06	-1.255208	-0.40252	0.015388578
chr5	0	0.49142	1e-06	-0.733929	-0.289197	0.0034049153
chr1	0	0.433292	1e-06	-1.119171	-0.485546	6.8455935e-05
chr8	0	0.366039	1e-06	-1.523577	-0.297746	0.0017136633
chr6	0	0.42489	1e-06	-1.096177	-0.335257	8.940697e-06
chr9	0	0.575951	1e-06	-0.816549	-0.337721	0.06276375
chr5	0	0.444036	1e-06	-1.097644	-0.289197	0.012223631
chr8	0	0.392158	1e-06	-1.321315	-0.297746	0.013662994
chrX	0	0.524926	1e-06	-1.537317	-0.25951	0.009131074
chrX	0	0.607168	2e-06	-0.830285	-0.232933	0.00069883466
chr5	0	0.396613	1e-06	-1.461659	-0.289197	1.8924475e-05
chr13	0	0.466238	1e-06	-1.125568	-0.341006	0.15728712
chr10	0	0.408307	1e-06	-0.934335	-0.350029	0.030264646
chr16	0	0.304218	1e-06	-1.780954	-0.387933	0.7890089
chr11	0	0.324019	1e-06	-1.691046	-0.360989	0.0011660159
chr4	0	0.574684	1e-06	-0.922993	-0.217578	0.0005031526
chr1	0	0.398647	1e-06	-1.365972	-0.485546	0.05584094
chr1	0	0.536471	2e-06	-0.384155	-0.40969	0.0013704598
chr4	0	0.558023	1e-06	-1.023868	-0.217578	0.1566849
chr16	0	0.425989	1e-06	-0.90794	-0.387933	0.028229356
chr3	0	0.367928	1e-06	-1.436119	-0.245352	0.3819734
chr2	0	0.455426	2e-06	-0.718611	-0.325466	0.7515069
chr9	0	0.532339	1e-06	-1.015176	-0.337721	0.0023556352
chr2	0	0.385933	1e-06	-1.336523	-0.40252	0.0031183958
chr9	0	0.401127	1e-06	-1.612768	-0.337721	0.10595149
chr5	0	0.432976	1e-06	-1.18254	-0.289197	0.191522
chr4	0	0.53302	1e-06	-1.17525	-0.217578	0.010582149
chrX	0	0.615839	1e-06	-0.755741	-0.25951	0.28908312
chr7	0	0.383991	1e-06	-1.51525	-0.334154	0.00036209822
chr3	0	0.454294	1e-06	-0.713292	-0.245352	0.018177569
chr4	0	0.570158	1e-06	-0.950396	-0.217578	0.012101293
chr3	0	0.485053	2e-06	-0.45586	-0.208421	0.007887065
chr8	0	0.516615	2e-06	-0.357536	-0.263348	0.6744755
chr4	0	0.550688	1e-06	-1.068278	-0.217578	0.0007606447
chr1	0	0.398858	1e-06	-1.364469	-0.485546	0.010113239
chr14	0	0.358827	1e-06	-1.310336	-0.417507	0.010162622
chr7	0	0.467059	1e-06	-0.908747	-0.334154	0.7225184
chr9	0	0.42978	1e-06	-1.482271	-0.337721	5.5283308e-05
chr16	0	0.476089	2e-06	-0.548758	-0.363549	0.523901
chr2	0	0.443564	1e-06	-0.824085	-0.40252	2.2500753e-05
chr3	0	0.402549	1e-06	-1.146364	-0.245352	0.017079145
chr12	0	0.392449	2e-06	-0.995785	-0.394027	8.058548e-05
chr7	0	0.4122	1e-06	-1.309288	-0.334154	4.4375658e-05
chr7	0	0.589114	2e-06	-0.01759	-0.294247	0.9756361
chr16	0	0.338729	1e-06	-1.533534	-0.387933	0.00033664703
chr5	0	0.508324	2e-06	-0.604175	-0.252146	0.044687778
chr17	0	0.368308	3e-06	-0.778182	-0.544721	0.006569475
chrX	0	0.641805	1e-06	-0.532512	-0.25951	0.00034669042
chr12	0	0.316473	1e-06	-1.567727	-0.442332	0.007080972
chr2	0	0.442683	2e-06	-0.831918	-0.325466	0.005233288
chrX	0	0.549024	1e-06	-1.330147	-0.25951	1.1026859e-06
chr10	0	0.34512	1e-06	-1.509395	-0.350029	0.3207033
chr2	0	0.505337	1e-06	-0.274817	-0.40252	0.2035889
chr4	0	0.605367	1e-06	-0.737221	-0.217578	0.0045653284
chr8	0	0.54272	2e-06	-0.155383	-0.263348	0.08423853
chr1	0	0.417352	1e-06	-1.232723	-0.485546	0.20863068
chr3	0	0.382738	1e-06	-1.312169	-0.245352	0.0023123622
chr5	0	0.395561	1e-06	-1.469734	-0.289197	0.0017910302
chr1	0	0.519139	1e-06	-0.507623	-0.485546	0.78115445
chr15	0	0.430278	2e-06	-0.957978	-0.396275	0.0009153187
chr2	0	0.374996	1e-06	-1.433772	-0.40252	0.01148808
chrX	0	0.614811	1e-06	-0.764579	-0.25951	0.41520715
chr4	0	0.569298	1e-06	-0.955603	-0.217578	0.013381243
chr7	0	0.440815	1e-06	-1.100362	-0.334154	0.11927667
chr7	0	0.446234	1e-06	-1.060797	-0.334154	0.05969265
chr9	0	0.587806	1e-06	-0.762557	-0.337721	0.114758015
chr7	0	0.412421	1e-06	-1.307675	-0.334154	6.54161e-05
chr9	0	0.611945	2e-06	-0.652618	-0.317218	0.0044655204
chr4	0	0.582634	1e-06	-0.874859	-0.217578	0.00022909045
chr6	0	0.383638	1e-06	-1.410243	-0.335257	0.27125937
chr4	0	0.566826	1e-06	-0.97057	-0.217578	0.026792109
chr7	0	0.461019	2e-06	-0.952847	-0.294247	0.21111798
chr18	0	0.419392	1e-06	-1.350787	-0.323002	0.39347368
chr14	0	0.349521	1e-06	-1.367063	-0.417507	1.8775463e-05
chr14	0	0.360891	1e-06	-1.297754	-0.417507	3.823638e-05
chr3	0	0.529517	1e-06	-0.083726	-0.245352	0.6102495
chr4	0	0.633265	1e-06	-0.568311	-0.217578	0.116987556
chr2	0	0.357085	1e-06	-1.593031	-0.40252	0.4534466
chr8	0	0.546212	1e-06	-0.128341	-0.297746	0.64735407
chr10	0	0.335955	1e-06	-1.592805	-0.350029	0.13277707
chr3	0	0.313042	1e-06	-1.895478	-0.245352	0.027313739
chr9	0	0.438757	1e-06	-1.441386	-0.337721	0.04415676
chr6	0	0.359316	1e-06	-1.595414	-0.335257	0.002421856
chr1	0	0.424511	1e-06	-1.181725	-0.485546	0.0003271401
chr9	0	0.647582	2e-06	-0.490313	-0.317218	0.00085142255
chr7	0	0.42179	1e-06	-1.239269	-0.334154	0.00057181716
chr14	0	0.367557	1e-06	-1.257119	-0.417507	0.18960202
chr16	0	0.289724	1e-06	-1.884866	-0.387933	0.6153838
chr4	0	0.645511	1e-06	-0.494167	-0.217578	0.04126224
chr5	0	0.548255	1e-06	-0.297668	-0.289197	2.783537e-05
chr10	0	0.497907	3e-06	-0.118891	-0.264381	0.9765252
chr4	0	0.522868	1e-06	-1.236716	-0.217578	0.00023010373
chr9	0	0.586401	1e-06	-0.768956	-0.337721	0.031169116
chr14	0	0.393214	1e-06	-1.100718	-0.417507	0.005566925
chr10	0	0.336059	1e-06	-1.591859	-0.350029	0.6653503
chr11	0	0.394358	1e-06	-1.122719	-0.360989	0.1948083
chr3	0	0.384078	1e-06	-1.300954	-0.245352	0.0015509129
chrX	0	0.668624	2e-06	-0.30195	-0.232933	0.0023063123
chr16	0	0.474922	1e-06	-0.557125	-0.387933	0.001427114
chr3	0	0.360586	1e-06	-1.497566	-0.245352	0.04500681
chr1	0	0.373273	1e-06	-1.546729	-0.485546	0.013032317
chr2	0	0.353802	1e-06	-1.622223	-0.40252	2.7686357e-05
chr1	0	0.519775	2e-06	-0.503093	-0.40969	0.04298514
chr1	0	0.389359	1e-06	-1.432137	-0.485546	0.0066946447
chr20	0	0.385846	2e-06	-0.747617	-0.444505	0.7434024
chr17	0	0.300559	1e-06	-1.434744	-0.649844	0.006105423
chr2	0	0.482211	1e-06	-0.480446	-0.40252	0.09580836
chr11	0	0.412067	1e-06	-0.979634	-0.360989	0.59058225
chr14	0	0.328722	1e-06	-1.493851	-0.417507	0.14662263
chr16	0	0.482194	2e-06	-0.504989	-0.363549	0.04010415
chr7	0	0.481112	2e-06	-0.806143	-0.294247	0.0005058348
chr2	0	0.395803	1e-06	-1.248762	-0.40252	0.0015148818
chr21	0	0.575787	1e-06	-1.056941	-0.348593	0.002474904
chrX	0	0.636189	1e-06	-0.580793	-0.25951	0.14677927
chr2	0	0.360277	1e-06	-1.564649	-0.40252	0.0035055578
chr1	0	0.349297	1e-06	-1.717527	-0.485546	0.0014337897
chr4	0	0.531515	1e-06	-1.184362	-0.217578	0.0011097491
chr13	0	0.559247	1e-06	-0.580603	-0.341006	0.06471798
chr1	0	0.414421	1e-06	-1.253603	-0.485546	7.5906515e-05
chr2	0	0.440144	1e-06	-0.854494	-0.40252	0.001899302
chr3	0	0.316722	1e-06	-1.864679	-0.245352	0.00014287233
chr7	0	0.412259	1e-06	-1.308858	-0.334154	0.0021833181
chr2	0	0.383054	1e-06	-1.362122	-0.40252	0.00073617697
chrX	0	0.689931	1e-06	-0.118775	-0.25951	0.006129056
chr5	0	0.397036	1e-06	-1.458412	-0.289197	9.7602606e-05
chr2	0	0.476803	1e-06	-0.528533	-0.40252	0.8092048
chr2	0	0.441598	1e-06	-0.841566	-0.40252	0.0006366074
chr16	0	0.334357	1e-06	-1.564878	-0.387933	0.01977086
chr2	0	0.439611	1e-06	-0.859233	-0.40252	0.73195976
chr7	0	0.404109	1e-06	-1.368363	-0.334154	0.0005130768
chr4	0	0.540682	1e-06	-1.12886	-0.217578	0.0009792745
chr7	0	0.432681	1e-06	-1.159751	-0.334154	0.6961074
chrX	0	0.572113	1e-06	-1.131652	-0.25951	0.23643756
chr4	0	0.677384	1e-06	-0.30119	-0.217578	0.80723286
chr3	0	0.42278	1e-06	-0.977044	-0.245352	0.0010355115
chr5	0	0.440725	1e-06	-1.123059	-0.289197	0.035396576
chr2	0	0.375508	1e-06	-1.429219	-0.40252	0.05542189
chr8	0	0.43	1e-06	-1.028272	-0.297746	0.0011902153
chr20	0	0.343387	2e-06	-1.189921	-0.444505	0.025862604
chr5	0	0.458075	1e-06	-0.989882	-0.289197	0.93197525
chr13	0	0.445962	1e-06	-1.244371	-0.341006	0.000111579895
chr15	0	0.38425	1e-06	-1.310624	-0.424557	0.08795819
chr2	0	0.425802	1e-06	-0.982019	-0.40252	0.78811955
chr2	0	0.420311	1e-06	-1.030844	-0.40252	0.5178391
