chr	labels	FRI	GNM	std(fri)	std(gnm)	prediction
chr2	0	0.450247	2e-06	-0.764661	-0.325466	0.008225352
chr16	0	0.374202	1e-06	-1.279217	-0.387933	0.15351033
chr13	0	0.495352	1e-06	-0.954981	-0.341006	0.0060468614
chr1	0	0.395774	1e-06	-1.386438	-0.485546	0.0021541119
chr1	0	0.362092	1e-06	-1.626379	-0.485546	0.021579176
chr12	0	0.400775	1e-06	-0.933108	-0.442332	0.0738354
chr2	0	0.442769	1e-06	-0.831153	-0.40252	0.101412445
chr8	0	0.419556	1e-06	-1.109149	-0.297746	0.010772347
chr3	0	0.302892	1e-06	-1.980427	-0.245352	0.17822167
chrX	0	0.577928	3e-06	-1.081661	-0.206355	0.45509174
chr2	0	0.496951	3e-06	-0.349383	-0.248412	0.016369164
chr4	0	0.58596	2e-06	-0.854722	-0.193043	0.027621686
chr8	0	0.388141	1e-06	-1.352422	-0.297746	0.081728965
chrX	0	0.55238	1e-06	-1.301296	-0.25951	0.1132032
chr1	0	0.344878	1e-06	-1.749006	-0.485546	0.03598407
chr8	0	0.445605	1e-06	-0.907429	-0.297746	0.02032581
chr5	0	0.44468	1e-06	-1.092701	-0.289197	0.002535373
chr4	0	0.475543	1e-06	-1.523247	-0.217578	0.018806368
chr16	0	0.413234	2e-06	-0.999385	-0.363549	0.8025459
chr5	0	0.431223	1e-06	-1.195996	-0.289197	0.0016494691
chr6	0	0.516492	2e-06	-0.398779	-0.298252	0.01660806
chrX	0	0.614399	2e-06	-0.768121	-0.232933	0.03436452
chr3	0	0.416595	1e-06	-1.028808	-0.245352	0.028257132
chr8	0	0.370425	1e-06	-1.489612	-0.297746	0.60129225
chr9	0	0.599588	1e-06	-0.708897	-0.337721	0.52681446
chrX	0	0.59483	1e-06	-0.936355	-0.25951	0.0549784
chr1	0	0.375066	2e-06	-1.533956	-0.40969	0.43195307
chr1	0	0.372825	1e-06	-1.54992	-0.485546	0.0071208775
chr4	0	0.54377	1e-06	-1.110163	-0.217578	0.0012004673
chr4	0	0.56065	2e-06	-1.007963	-0.193043	0.009005636
chr2	0	0.442256	1e-06	-0.835715	-0.40252	0.18037611
chr5	0	0.473031	1e-06	-0.875081	-0.289197	0.28474754
chr4	0	0.592027	2e-06	-0.817989	-0.193043	0.039765835
chr4	0	0.566189	2e-06	-0.974426	-0.193043	0.01583308
chr1	0	0.326019	1e-06	-1.883352	-0.485546	0.07901478
chr7	0	0.418488	1e-06	-1.263378	-0.334154	0.25757694
chr2	0	0.429612	1e-06	-0.948142	-0.40252	0.6956858
chr8	0	0.485646	1e-06	-0.597356	-0.297746	0.026365846
chr11	0	0.354372	1e-06	-1.445799	-0.360989	0.51066434
chr6	0	0.426801	2e-06	-1.081628	-0.298252	0.0031475723
chr12	0	0.330862	1e-06	-1.459408	-0.442332	0.2544053
chr18	0	0.453272	1e-06	-1.10474	-0.323002	0.0051732063
chr5	0	0.435125	1e-06	-1.166044	-0.289197	0.023994625
chr8	0	0.407589	1e-06	-1.201819	-0.297746	0.0422706
chr6	0	0.424092	2e-06	-1.102252	-0.298252	0.03984189
chr7	0	0.418162	1e-06	-1.265758	-0.334154	0.45608616
chr4	0	0.601303	2e-06	-0.761827	-0.193043	0.006326318
chr4	0	0.574305	1e-06	-0.925288	-0.217578	0.057701528
chr1	0	0.393162	1e-06	-1.405046	-0.485546	0.006980002
chrX	0	0.578568	1e-06	-1.076159	-0.25951	0.004289001
chr13	0	0.558435	1e-06	-0.58536	-0.341006	0.16630408
chr19	0	0.277264	1e-06	-1.43415	-0.719474	0.055267036
chr10	0	0.356443	1e-06	-1.406345	-0.350029	0.011899799
chr10	0	0.298774	1e-06	-1.931187	-0.350029	0.035200983
chr10	0	0.316034	1e-06	-1.774105	-0.350029	0.001072675
chr2	0	0.488489	1e-06	-0.424624	-0.40252	0.24059215
chr16	0	0.319524	1e-06	-1.671221	-0.387933	0.112238646
chr6	0	0.415113	1e-06	-1.170613	-0.335257	0.121990174
chr7	0	0.456874	1e-06	-0.983111	-0.334154	0.025593013
chr5	0	0.565697	2e-06	-0.163785	-0.252146	0.009563059
chr4	0	0.69328	1e-06	-0.204947	-0.217578	0.008499235
chr8	0	0.452721	1e-06	-0.852323	-0.297746	0.001559943
chr8	0	0.480219	1e-06	-0.639382	-0.297746	0.4092766
chr18	0	0.519909	2e-06	-0.620801	-0.303067	0.22344601
chr3	0	0.394131	1e-06	-1.216817	-0.245352	0.037650257
chr16	0	0.410794	1e-06	-1.016878	-0.387933	0.005631119
chr4	0	0.550939	1e-06	-1.066758	-0.217578	0.023530751
chr4	0	0.714511	2e-06	-0.076403	-0.193043	0.049329907
chr9	0	0.404864	1e-06	-1.595748	-0.337721	0.039809793
chr3	0	0.365438	1e-06	-1.456958	-0.245352	0.1149838
chr7	0	0.606591	2e-06	0.110015	-0.294247	0.24145633
chr14	0	0.419465	1e-06	-0.940696	-0.417507	0.1732161
chr2	0	0.449347	2e-06	-0.772664	-0.325466	0.059498608
chr2	0	0.372215	1e-06	-1.458499	-0.40252	0.013901949
chr2	0	0.403693	1e-06	-1.178606	-0.40252	0.2959264
chr4	0	0.568202	1e-06	-0.962239	-0.217578	0.060107946
chr3	0	0.405678	1e-06	-1.120176	-0.245352	0.04519832
chr4	0	0.560531	1e-06	-1.008683	-0.217578	0.044362456
chr2	0	0.472831	1e-06	-0.563851	-0.40252	0.37436402
chr4	0	0.546556	1e-06	-1.093295	-0.217578	0.03917864
chr1	0	0.383994	1e-06	-1.470356	-0.485546	0.003040105
chr4	0	0.606964	2e-06	-0.727552	-0.193043	0.0276393
chr8	0	0.442347	1e-06	-0.932658	-0.297746	0.02594304
chr20	0	0.320366	1e-06	-1.429735	-0.476117	0.2579922
chrX	0	0.577122	1e-06	-1.08859	-0.25951	0.018741935
chr6	0	0.457938	1e-06	-0.844571	-0.335257	0.00053444505
chr7	0	0.433788	1e-06	-1.151668	-0.334154	0.32353342
chr1	0	0.387731	1e-06	-1.443734	-0.485546	0.010042429
chr11	0	0.499171	1e-06	-0.275849	-0.360989	0.39606744
chr16	0	0.368108	1e-06	-1.322907	-0.387933	0.04117793
chr14	0	0.338503	1e-06	-1.434227	-0.417507	0.17048249
chr3	0	0.426142	1e-06	-0.948906	-0.245352	0.57812595
chr3	0	0.35382	1e-06	-1.554193	-0.245352	0.027986169
chr3	0	0.516235	1e-06	-0.194887	-0.245352	0.7940445
chr17	0	0.190748	2e-06	-2.498932	-0.597282	0.8281394
chr8	0	0.35577	1e-06	-1.603099	-0.297746	0.63917845
chr1	0	0.467281	1e-06	-0.877044	-0.485546	0.1331858
chr14	0	0.417096	1e-06	-0.955137	-0.417507	0.058963478
chr4	0	0.554405	1e-06	-1.045773	-0.217578	0.10076174
chr2	0	0.465377	1e-06	-0.63013	-0.40252	0.12406391
chrX	0	0.565242	2e-06	-1.190722	-0.232933	0.20675316
chr12	0	0.382364	1e-06	-1.071704	-0.442332	0.22499233
chr3	0	0.364162	1e-06	-1.467638	-0.245352	0.093863994
chr7	0	0.450588	1e-06	-1.029007	-0.334154	0.09200573
chr14	0	0.431994	1e-06	-0.864321	-0.417507	0.0065448284
chr5	0	0.449831	1e-06	-1.053162	-0.289197	0.09492105
chr15	0	0.432847	2e-06	-0.938295	-0.396275	0.019396722
chr4	0	0.663884	1e-06	-0.382927	-0.217578	0.0074430406
chr2	0	0.342927	1e-06	-1.71892	-0.40252	0.0042526126
chr19	0	0.213604	1e-06	-2.046655	-0.719474	0.041158706
chr10	0	0.374697	1e-06	-1.240217	-0.350029	0.10683757
chr4	0	0.569947	1e-06	-0.951673	-0.217578	0.016511649
chrX	0	0.559953	1e-06	-1.236191	-0.25951	0.023084491
chr8	0	0.401182	1e-06	-1.251434	-0.297746	0.011101574
chr12	0	0.288856	1e-06	-1.775626	-0.442332	0.17766812
chr2	0	0.459322	2e-06	-0.683969	-0.325466	0.018651634
chr5	0	0.474084	1e-06	-0.866998	-0.289197	0.33012468
chr14	0	0.323864	1e-06	-1.523464	-0.417507	0.028133154
chr8	0	0.55298	1e-06	-0.075931	-0.297746	0.16521591
chr13	0	0.5422	2e-06	-0.680486	-0.318036	0.72212
chr8	0	0.479084	1e-06	-0.648172	-0.297746	0.15223965
chr6	0	0.428459	1e-06	-1.069005	-0.335257	0.033500254
chr16	0	0.324933	1e-06	-1.632442	-0.387933	0.070272356
chr10	0	0.403872	1e-06	-0.974697	-0.350029	0.119276434
chr1	0	0.551492	2e-06	-0.27715	-0.40969	0.86207616
chr5	0	0.431566	1e-06	-1.193363	-0.289197	0.19225028
chr2	0	0.480382	1e-06	-0.496709	-0.40252	0.18609467
chr3	0	0.35875	1e-06	-1.512933	-0.245352	0.02918464
chr5	0	0.358383	1e-06	-1.755109	-0.289197	0.045394182
chr10	0	0.326993	1e-06	-1.674368	-0.350029	0.053933322
chr3	0	0.37183	1e-06	-1.403462	-0.245352	0.13264996
chr10	0	0.506633	2e-06	-0.039477	-0.307205	0.10692307
chr14	0	0.382915	1e-06	-1.163499	-0.417507	0.0036104321
chr4	0	0.621206	1e-06	-0.641323	-0.217578	0.002822101
chr2	0	0.521756	3e-06	-0.128824	-0.248412	0.11043173
chr2	0	0.468547	1e-06	-0.601943	-0.40252	0.064107895
chr9	0	0.49129	1e-06	-1.202129	-0.337721	0.4082542
chr2	0	0.346642	1e-06	-1.685887	-0.40252	0.25838327
chr4	0	0.489506	1e-06	-1.438708	-0.217578	0.02126962
chr1	0	0.541619	2e-06	-0.347483	-0.40969	0.6105868
chr6	0	0.374549	1e-06	-1.47944	-0.335257	0.007301897
chr7	0	0.412202	1e-06	-1.309274	-0.334154	0.008285493
chr12	0	0.343499	1e-06	-1.364277	-0.442332	0.034402847
chr4	0	0.686268	2e-06	-0.247402	-0.193043	0.019625425
chr9	0	0.43619	1e-06	-1.453077	-0.337721	0.005603105
chr7	0	0.456077	1e-06	-0.98893	-0.334154	0.040399194
chr3	0	0.414001	1e-06	-1.050518	-0.245352	0.021692187
chr21	0	0.740915	2e-06	-0.634746	-0.343545	0.12229437
chr1	0	0.499405	1e-06	-0.648202	-0.485546	0.80268633
chr2	0	0.438636	1e-06	-0.867903	-0.40252	0.29208022
chr1	0	0.527179	1e-06	-0.450349	-0.485546	0.08767921
chrX	0	0.62518	2e-06	-0.675437	-0.232933	0.006051153
chr7	0	0.518306	1e-06	-0.534579	-0.334154	0.015516728
chr2	0	0.48818	1e-06	-0.427372	-0.40252	0.32398564
chr3	0	0.405528	1e-06	-1.121432	-0.245352	0.05157733
chr10	0	0.360383	1e-06	-1.370488	-0.350029	0.013345301
chr3	0	0.341616	1e-06	-1.656333	-0.245352	0.03470999
chr8	0	0.422402	1e-06	-1.087109	-0.297746	0.21054593
chr7	0	0.578913	3e-06	-0.09207	-0.25434	0.011894047
chr1	0	0.558482	2e-06	-0.227356	-0.40969	0.009821922
chr5	0	0.532888	1e-06	-0.415624	-0.289197	0.002819717
chr5	0	0.347927	1e-06	-1.835369	-0.289197	0.011659354
chr10	0	0.35546	1e-06	-1.415292	-0.350029	0.24065036
chr14	0	0.348908	1e-06	-1.3708	-0.417507	0.020493925
chr13	0	0.48515	1e-06	-1.014758	-0.341006	0.007323742
chr4	0	0.377696	1e-06	-2.115667	-0.217578	0.002927959
chr5	0	0.40497	1e-06	-1.397511	-0.289197	0.029150605
chr5	0	0.451569	1e-06	-1.039822	-0.289197	0.045671135
chr6	0	0.404613	1e-06	-1.250553	-0.335257	0.022082448
chr6	0	0.348072	1e-06	-1.681019	-0.335257	0.018331736
chr1	0	0.337063	1e-06	-1.804678	-0.485546	0.39067966
chr16	0	0.321175	1e-06	-1.659384	-0.387933	0.1527051
chr9	0	0.429912	1e-06	-1.481669	-0.337721	0.0034607947
chr14	0	0.436075	2e-06	-0.839444	-0.389401	0.0048850477
chr20	0	0.419733	1e-06	-0.394609	-0.476117	0.010371357
chr4	0	0.559554	1e-06	-1.014598	-0.217578	0.026040167
chr13	0	0.51161	1e-06	-0.859721	-0.341006	0.08277649
chrX	0	0.582784	1e-06	-1.039914	-0.25951	0.33688283
chr14	0	0.344051	1e-06	-1.400408	-0.417507	0.013241053
chr3	0	0.418951	1e-06	-1.00909	-0.245352	0.0016972721
chr8	0	0.590722	2e-06	0.216338	-0.263348	0.14317447
chr3	0	0.355214	1e-06	-1.542527	-0.245352	0.012360752
chr3	0	0.354679	1e-06	-1.547004	-0.245352	0.008250862
chr2	0	0.397576	1e-06	-1.232997	-0.40252	0.19660792
chr7	0	0.408082	1e-06	-1.339355	-0.334154	0.07597017
chr3	0	0.418299	1e-06	-1.014547	-0.245352	0.004977107
chr2	0	0.400856	1e-06	-1.203832	-0.40252	0.040944308
chr10	0	0.369196	1e-06	-1.290281	-0.350029	0.026266903
chr7	0	0.431912	1e-06	-1.165366	-0.334154	0.012003541
chr13	0	0.420676	1e-06	-1.392529	-0.341006	0.03961411
chr3	0	0.329156	1e-06	-1.760615	-0.245352	0.011551738
chr18	0	0.427545	1e-06	-1.291577	-0.323002	0.046111166
chr5	0	0.378776	1e-06	-1.598574	-0.289197	0.011685759
chr7	0	0.450367	1e-06	-1.03062	-0.334154	0.013245404
chr7	0	0.50759	1e-06	-0.612819	-0.334154	0.6175497
chr3	0	0.360353	1e-06	-1.499517	-0.245352	0.0029430985
chr6	0	0.431633	1e-06	-1.04484	-0.335257	0.4511128
chr2	0	0.477509	1e-06	-0.522255	-0.40252	0.2066721
chr1	0	0.338397	1e-06	-1.795175	-0.485546	0.041472673
chr10	0	0.44273	1e-06	-0.621053	-0.350029	0.11158386
chr3	0	0.291158	1e-06	-2.078633	-0.245352	0.09436986
chr8	0	0.456642	1e-06	-0.821959	-0.297746	0.00043860078
chr5	0	0.392202	1e-06	-1.495517	-0.289197	0.0013285577
chrX	0	0.614836	1e-06	-0.764364	-0.25951	0.03722143
chr2	0	0.395078	1e-06	-1.255208	-0.40252	0.06076038
chr5	0	0.49142	1e-06	-0.733929	-0.289197	0.05826634
chr1	0	0.433292	1e-06	-1.119171	-0.485546	0.0055469573
chr8	0	0.366039	1e-06	-1.523577	-0.297746	0.030642748
chr6	0	0.42489	1e-06	-1.096177	-0.335257	0.002818942
chr9	0	0.575951	1e-06	-0.816549	-0.337721	0.1764206
chr5	0	0.444036	1e-06	-1.097644	-0.289197	0.33278114
chr8	0	0.392158	1e-06	-1.321315	-0.297746	0.01967135
chrX	0	0.524926	1e-06	-1.537317	-0.25951	0.027788728
chrX	0	0.607168	2e-06	-0.830285	-0.232933	0.0011968613
chr5	0	0.396613	1e-06	-1.461659	-0.289197	0.0043110847
chr13	0	0.466238	1e-06	-1.125568	-0.341006	0.00047120452
chr10	0	0.408307	1e-06	-0.934335	-0.350029	0.023236245
chr16	0	0.304218	1e-06	-1.780954	-0.387933	0.8059623
chr11	0	0.324019	1e-06	-1.691046	-0.360989	0.015916586
chr4	0	0.574684	1e-06	-0.922993	-0.217578	0.26732334
chr1	0	0.398647	1e-06	-1.365972	-0.485546	0.05690357
chr1	0	0.536471	2e-06	-0.384155	-0.40969	0.025487721
chr4	0	0.558023	1e-06	-1.023868	-0.217578	0.13177732
chr16	0	0.425989	1e-06	-0.90794	-0.387933	0.14257962
chr3	0	0.367928	1e-06	-1.436119	-0.245352	0.05584103
chr2	0	0.455426	2e-06	-0.718611	-0.325466	0.3626204
chr9	0	0.532339	1e-06	-1.015176	-0.337721	0.11208424
chr2	0	0.385933	1e-06	-1.336523	-0.40252	0.017238975
chr9	0	0.401127	1e-06	-1.612768	-0.337721	0.09214535
chr5	0	0.432976	1e-06	-1.18254	-0.289197	0.110902816
chr4	0	0.53302	1e-06	-1.17525	-0.217578	0.039588243
chrX	0	0.615839	1e-06	-0.755741	-0.25951	0.2572155
chr7	0	0.383991	1e-06	-1.51525	-0.334154	0.03189051
chr3	0	0.454294	1e-06	-0.713292	-0.245352	0.6476415
chr4	0	0.570158	1e-06	-0.950396	-0.217578	0.006586224
chr3	0	0.485053	2e-06	-0.45586	-0.208421	0.017703265
chr8	0	0.516615	2e-06	-0.357536	-0.263348	0.6593341
chr4	0	0.550688	1e-06	-1.068278	-0.217578	0.07218832
chr1	0	0.398858	1e-06	-1.364469	-0.485546	0.09052715
chr14	0	0.358827	1e-06	-1.310336	-0.417507	0.016109467
chr7	0	0.467059	1e-06	-0.908747	-0.334154	0.57716864
chr9	0	0.42978	1e-06	-1.482271	-0.337721	0.0023619533
chr16	0	0.476089	2e-06	-0.548758	-0.363549	0.3826359
chr2	0	0.443564	1e-06	-0.824085	-0.40252	0.012165099
chr3	0	0.402549	1e-06	-1.146364	-0.245352	0.05149758
chr12	0	0.392449	2e-06	-0.995785	-0.394027	0.021269143
chr7	0	0.4122	1e-06	-1.309288	-0.334154	0.015321672
chr7	0	0.589114	2e-06	-0.01759	-0.294247	0.659294
chr16	0	0.338729	1e-06	-1.533534	-0.387933	0.20327133
chr5	0	0.508324	2e-06	-0.604175	-0.252146	0.49166396
chr17	0	0.368308	3e-06	-0.778182	-0.544721	0.019481987
chrX	0	0.641805	1e-06	-0.532512	-0.25951	0.15486592
chr12	0	0.316473	1e-06	-1.567727	-0.442332	0.03411022
chr2	0	0.442683	2e-06	-0.831918	-0.325466	0.023048162
chrX	0	0.549024	1e-06	-1.330147	-0.25951	0.008146584
chr10	0	0.34512	1e-06	-1.509395	-0.350029	0.16944176
chr2	0	0.505337	1e-06	-0.274817	-0.40252	0.5463753
chr4	0	0.605367	1e-06	-0.737221	-0.217578	0.015128553
chr8	0	0.54272	2e-06	-0.155383	-0.263348	0.06386429
chr1	0	0.417352	1e-06	-1.232723	-0.485546	0.60807264
chr3	0	0.382738	1e-06	-1.312169	-0.245352	0.02419421
chr5	0	0.395561	1e-06	-1.469734	-0.289197	0.04783058
chr1	0	0.519139	1e-06	-0.507623	-0.485546	0.05342385
chr15	0	0.430278	2e-06	-0.957978	-0.396275	0.057475597
chr2	0	0.374996	1e-06	-1.433772	-0.40252	0.008595437
chrX	0	0.614811	1e-06	-0.764579	-0.25951	0.06956428
chr4	0	0.569298	1e-06	-0.955603	-0.217578	0.06308979
chr7	0	0.440815	1e-06	-1.100362	-0.334154	0.18007782
chr7	0	0.446234	1e-06	-1.060797	-0.334154	0.04430124
chr9	0	0.587806	1e-06	-0.762557	-0.337721	0.177012
chr7	0	0.412421	1e-06	-1.307675	-0.334154	0.0069622397
chr9	0	0.611945	2e-06	-0.652618	-0.317218	0.12629119
chr4	0	0.582634	1e-06	-0.874859	-0.217578	0.013666064
chr6	0	0.383638	1e-06	-1.410243	-0.335257	0.18603936
chr4	0	0.566826	1e-06	-0.97057	-0.217578	0.1953291
chr7	0	0.461019	2e-06	-0.952847	-0.294247	0.56032044
chr18	0	0.419392	1e-06	-1.350787	-0.323002	0.0037866533
chr14	0	0.349521	1e-06	-1.367063	-0.417507	0.012479961
chr14	0	0.360891	1e-06	-1.297754	-0.417507	0.009280562
chr3	0	0.529517	1e-06	-0.083726	-0.245352	0.5825534
chr4	0	0.633265	1e-06	-0.568311	-0.217578	0.18992078
chr2	0	0.357085	1e-06	-1.593031	-0.40252	0.21750003
chr8	0	0.546212	1e-06	-0.128341	-0.297746	0.64014876
chr10	0	0.335955	1e-06	-1.592805	-0.350029	0.037124127
chr3	0	0.313042	1e-06	-1.895478	-0.245352	0.015665323
chr9	0	0.438757	1e-06	-1.441386	-0.337721	0.009333283
chr6	0	0.359316	1e-06	-1.595414	-0.335257	0.05127862
chr1	0	0.424511	1e-06	-1.181725	-0.485546	0.022562504
chr9	0	0.647582	2e-06	-0.490313	-0.317218	0.4694107
chr7	0	0.42179	1e-06	-1.239269	-0.334154	0.0019596815
chr14	0	0.367557	1e-06	-1.257119	-0.417507	0.11877233
chr16	0	0.289724	1e-06	-1.884866	-0.387933	0.20998093
chr4	0	0.645511	1e-06	-0.494167	-0.217578	0.5827775
chr5	0	0.548255	1e-06	-0.297668	-0.289197	0.0010424852
chr10	0	0.497907	3e-06	-0.118891	-0.264381	0.9329669
chr4	0	0.522868	1e-06	-1.236716	-0.217578	0.0010202825
chr9	0	0.586401	1e-06	-0.768956	-0.337721	0.2087149
chr14	0	0.393214	1e-06	-1.100718	-0.417507	0.2672154
chr10	0	0.336059	1e-06	-1.591859	-0.350029	0.7317414
chr11	0	0.394358	1e-06	-1.122719	-0.360989	0.312091
chr3	0	0.384078	1e-06	-1.300954	-0.245352	0.052595675
chrX	0	0.668624	2e-06	-0.30195	-0.232933	0.038172185
chr16	0	0.474922	1e-06	-0.557125	-0.387933	0.09295064
chr3	0	0.360586	1e-06	-1.497566	-0.245352	0.08482191
chr1	0	0.373273	1e-06	-1.546729	-0.485546	0.028386861
chr2	0	0.353802	1e-06	-1.622223	-0.40252	0.010508746
chr1	0	0.519775	2e-06	-0.503093	-0.40969	0.27550268
chr1	0	0.389359	1e-06	-1.432137	-0.485546	0.046833694
chr20	0	0.385846	2e-06	-0.747617	-0.444505	0.30867565
chr17	0	0.300559	1e-06	-1.434744	-0.649844	0.12939355
chr2	0	0.482211	1e-06	-0.480446	-0.40252	0.06351718
chr11	0	0.412067	1e-06	-0.979634	-0.360989	0.33924407
chr14	0	0.328722	1e-06	-1.493851	-0.417507	0.02608484
chr16	0	0.482194	2e-06	-0.504989	-0.363549	0.046421647
chr7	0	0.481112	2e-06	-0.806143	-0.294247	0.006751299
chr2	0	0.395803	1e-06	-1.248762	-0.40252	0.006154239
chr21	0	0.575787	1e-06	-1.056941	-0.348593	0.030010939
chrX	0	0.636189	1e-06	-0.580793	-0.25951	0.08156702
chr2	0	0.360277	1e-06	-1.564649	-0.40252	0.011762023
chr1	0	0.349297	1e-06	-1.717527	-0.485546	0.04342982
chr4	0	0.531515	1e-06	-1.184362	-0.217578	0.03738457
chr13	0	0.559247	1e-06	-0.580603	-0.341006	0.16364604
chr1	0	0.414421	1e-06	-1.253603	-0.485546	0.0076173246
chr2	0	0.440144	1e-06	-0.854494	-0.40252	0.03228697
chr3	0	0.316722	1e-06	-1.864679	-0.245352	0.00966388
chr7	0	0.412259	1e-06	-1.308858	-0.334154	0.004024714
chr2	0	0.383054	1e-06	-1.362122	-0.40252	0.0035572052
chrX	0	0.689931	1e-06	-0.118775	-0.25951	0.1372863
chr5	0	0.397036	1e-06	-1.458412	-0.289197	0.008669078
chr2	0	0.476803	1e-06	-0.528533	-0.40252	0.16559663
chr2	0	0.441598	1e-06	-0.841566	-0.40252	0.018070221
chr16	0	0.334357	1e-06	-1.564878	-0.387933	0.105789006
chr2	0	0.439611	1e-06	-0.859233	-0.40252	0.7785219
chr7	0	0.404109	1e-06	-1.368363	-0.334154	0.057121515
chr4	0	0.540682	1e-06	-1.12886	-0.217578	0.012486279
chr7	0	0.432681	1e-06	-1.159751	-0.334154	0.42018777
chrX	0	0.572113	1e-06	-1.131652	-0.25951	0.38449723
chr4	0	0.677384	1e-06	-0.30119	-0.217578	0.76347053
chr3	0	0.42278	1e-06	-0.977044	-0.245352	0.0022423863
chr5	0	0.440725	1e-06	-1.123059	-0.289197	0.25982282
chr2	0	0.375508	1e-06	-1.429219	-0.40252	0.028846174
chr8	0	0.43	1e-06	-1.028272	-0.297746	0.41327298
chr20	0	0.343387	2e-06	-1.189921	-0.444505	0.01919347
chr5	0	0.458075	1e-06	-0.989882	-0.289197	0.7540784
chr13	0	0.445962	1e-06	-1.244371	-0.341006	0.0077168345
chr15	0	0.38425	1e-06	-1.310624	-0.424557	0.07416326
chr2	0	0.425802	1e-06	-0.982019	-0.40252	0.95357966
chr2	0	0.420311	1e-06	-1.030844	-0.40252	0.70710814
chr10	0	0.416282	2e-06	-0.861755	-0.307205	0.053437203
chr11	0	0.491621	2e-06	-0.336852	-0.326244	0.869812
chrX	0	0.542096	1e-06	-1.389707	-0.25951	0.050217807
chr4	0	0.774617	4e-06	0.287512	-0.143974	0.0015120506
chrX	0	0.757628	6e-06	0.463214	-0.126621	0.15006626
