chr	labels	FRI	GNM	std(fri)	std(gnm)	prediction
chr1	0	0.427014	1e-06	-1.163894	-0.485546	0.5317858
chr1	0	0.522673	2e-06	-0.482448	-0.40969	0.117167324
chr9	0	0.441463	1e-06	-1.429062	-0.337721	0.012835711
chr4	0	0.551001	1e-06	-1.066383	-0.217578	0.0032275915
chr17	0	0.321559	2e-06	-1.231231	-0.597282	0.20373902
chr17	0	0.241971	1e-06	-2.002526	-0.649844	0.015565306
chrX	0	0.562813	2e-06	-1.211604	-0.232933	0.01689139
chr3	0	0.482269	1e-06	-0.47916	-0.245352	0.10713199
chr13	0	0.42162	1e-06	-1.386998	-0.341006	0.0029266477
chr5	0	0.452014	1e-06	-1.036406	-0.289197	0.010155022
chr4	0	0.508172	1e-06	-1.325693	-0.217578	0.013309151
chr2	0	0.377845	1e-06	-1.408439	-0.40252	0.1351076
chr4	0	0.601925	1e-06	-0.758061	-0.217578	0.0051656663
chr2	0	0.450247	2e-06	-0.764661	-0.325466	0.008064538
chr16	0	0.374202	1e-06	-1.279217	-0.387933	0.0640755
chr13	0	0.495352	1e-06	-0.954981	-0.341006	0.0007468164
chr1	0	0.395774	1e-06	-1.386438	-0.485546	0.0072714984
chr1	0	0.362092	1e-06	-1.626379	-0.485546	0.22365364
chr12	0	0.400775	1e-06	-0.933108	-0.442332	0.027055621
chr2	0	0.442769	1e-06	-0.831153	-0.40252	0.08396092
chr8	0	0.419556	1e-06	-1.109149	-0.297746	0.0026876628
chr3	0	0.302892	1e-06	-1.980427	-0.245352	0.06739053
chrX	0	0.577928	3e-06	-1.081661	-0.206355	0.76863265
chr2	0	0.496951	3e-06	-0.349383	-0.248412	0.14553618
chr4	0	0.58596	2e-06	-0.854722	-0.193043	0.038346052
chr8	0	0.388141	1e-06	-1.352422	-0.297746	0.00874573
chrX	0	0.55238	1e-06	-1.301296	-0.25951	0.3301238
chr1	0	0.344878	1e-06	-1.749006	-0.485546	0.035447747
chr8	0	0.445605	1e-06	-0.907429	-0.297746	0.012624055
chr5	0	0.44468	1e-06	-1.092701	-0.289197	0.00067153573
chr4	0	0.475543	1e-06	-1.523247	-0.217578	0.0073824823
chr16	0	0.413234	2e-06	-0.999385	-0.363549	0.6892943
chr5	0	0.431223	1e-06	-1.195996	-0.289197	0.0032474399
chr6	0	0.516492	2e-06	-0.398779	-0.298252	0.08280575
chrX	0	0.614399	2e-06	-0.768121	-0.232933	0.023258299
chr3	0	0.416595	1e-06	-1.028808	-0.245352	0.033473253
chr8	0	0.370425	1e-06	-1.489612	-0.297746	0.14279026
chr9	0	0.599588	1e-06	-0.708897	-0.337721	0.35807663
chrX	0	0.59483	1e-06	-0.936355	-0.25951	0.045209557
chr1	0	0.375066	2e-06	-1.533956	-0.40969	0.06241566
chr1	0	0.372825	1e-06	-1.54992	-0.485546	0.0028268695
chr4	0	0.54377	1e-06	-1.110163	-0.217578	0.00013926625
chr4	0	0.56065	2e-06	-1.007963	-0.193043	0.006815076
chr2	0	0.442256	1e-06	-0.835715	-0.40252	0.30253974
chr5	0	0.473031	1e-06	-0.875081	-0.289197	0.24851948
chr4	0	0.592027	2e-06	-0.817989	-0.193043	0.024145454
chr4	0	0.566189	2e-06	-0.974426	-0.193043	0.03413433
chr1	0	0.326019	1e-06	-1.883352	-0.485546	0.004676342
chr7	0	0.418488	1e-06	-1.263378	-0.334154	0.6028172
chr2	0	0.429612	1e-06	-0.948142	-0.40252	0.02595216
chr8	0	0.485646	1e-06	-0.597356	-0.297746	0.053794265
chr11	0	0.354372	1e-06	-1.445799	-0.360989	0.01767084
chr6	0	0.426801	2e-06	-1.081628	-0.298252	0.008016497
chr12	0	0.330862	1e-06	-1.459408	-0.442332	0.017660052
chr18	0	0.453272	1e-06	-1.10474	-0.323002	0.0018451512
chr5	0	0.435125	1e-06	-1.166044	-0.289197	0.047994137
chr8	0	0.407589	1e-06	-1.201819	-0.297746	0.07818425
chr6	0	0.424092	2e-06	-1.102252	-0.298252	0.061103195
chr7	0	0.418162	1e-06	-1.265758	-0.334154	0.37113452
chr4	0	0.601303	2e-06	-0.761827	-0.193043	0.009750992
chr4	0	0.574305	1e-06	-0.925288	-0.217578	0.020323157
chr1	0	0.393162	1e-06	-1.405046	-0.485546	0.004565537
chrX	0	0.578568	1e-06	-1.076159	-0.25951	0.017422587
chr13	0	0.558435	1e-06	-0.58536	-0.341006	0.15519756
chr19	0	0.277264	1e-06	-1.43415	-0.719474	0.014146417
chr10	0	0.356443	1e-06	-1.406345	-0.350029	0.027290136
chr10	0	0.298774	1e-06	-1.931187	-0.350029	0.006481439
chr10	0	0.316034	1e-06	-1.774105	-0.350029	0.00016543269
chr2	0	0.488489	1e-06	-0.424624	-0.40252	0.28001335
chr16	0	0.319524	1e-06	-1.671221	-0.387933	0.03862399
chr6	0	0.415113	1e-06	-1.170613	-0.335257	0.049749225
chr7	0	0.456874	1e-06	-0.983111	-0.334154	0.060463905
chr5	0	0.565697	2e-06	-0.163785	-0.252146	0.10800737
chr4	0	0.69328	1e-06	-0.204947	-0.217578	0.01198411
chr8	0	0.452721	1e-06	-0.852323	-0.297746	0.004074514
chr8	0	0.480219	1e-06	-0.639382	-0.297746	0.74011564
chr18	0	0.519909	2e-06	-0.620801	-0.303067	0.31851023
chr3	0	0.394131	1e-06	-1.216817	-0.245352	0.29699272
chr16	0	0.410794	1e-06	-1.016878	-0.387933	0.00994724
chr4	0	0.550939	1e-06	-1.066758	-0.217578	0.042978078
chr4	0	0.714511	2e-06	-0.076403	-0.193043	0.0119223
chr9	0	0.404864	1e-06	-1.595748	-0.337721	0.026060164
chr3	0	0.365438	1e-06	-1.456958	-0.245352	0.008312851
chr7	0	0.606591	2e-06	0.110015	-0.294247	0.4533189
chr14	0	0.419465	1e-06	-0.940696	-0.417507	0.089152664
chr2	0	0.449347	2e-06	-0.772664	-0.325466	0.020893216
chr2	0	0.372215	1e-06	-1.458499	-0.40252	0.0054067373
chr2	0	0.403693	1e-06	-1.178606	-0.40252	0.42708164
chr4	0	0.568202	1e-06	-0.962239	-0.217578	0.008123994
chr3	0	0.405678	1e-06	-1.120176	-0.245352	0.039848864
chr4	0	0.560531	1e-06	-1.008683	-0.217578	0.025319576
chr2	0	0.472831	1e-06	-0.563851	-0.40252	0.2633312
chr4	0	0.546556	1e-06	-1.093295	-0.217578	0.011474818
chr1	0	0.383994	1e-06	-1.470356	-0.485546	0.0024475753
chr4	0	0.606964	2e-06	-0.727552	-0.193043	0.015963644
chr8	0	0.442347	1e-06	-0.932658	-0.297746	0.0057651103
chr20	0	0.320366	1e-06	-1.429735	-0.476117	0.43246222
chrX	0	0.577122	1e-06	-1.08859	-0.25951	0.02511999
chr6	0	0.457938	1e-06	-0.844571	-0.335257	0.007370472
chr7	0	0.433788	1e-06	-1.151668	-0.334154	0.042173237
chr1	0	0.387731	1e-06	-1.443734	-0.485546	0.0134141445
chr11	0	0.499171	1e-06	-0.275849	-0.360989	0.43886322
chr16	0	0.368108	1e-06	-1.322907	-0.387933	0.04184273
chr14	0	0.338503	1e-06	-1.434227	-0.417507	0.21897814
chr3	0	0.426142	1e-06	-0.948906	-0.245352	0.075594574
chr3	0	0.35382	1e-06	-1.554193	-0.245352	0.004554689
chr3	0	0.516235	1e-06	-0.194887	-0.245352	0.8621659
chr17	0	0.190748	2e-06	-2.498932	-0.597282	0.31199056
chr8	0	0.35577	1e-06	-1.603099	-0.297746	0.32748574
chr1	0	0.467281	1e-06	-0.877044	-0.485546	0.017780304
chr14	0	0.417096	1e-06	-0.955137	-0.417507	0.1272982
chr4	0	0.554405	1e-06	-1.045773	-0.217578	0.057793885
chr2	0	0.465377	1e-06	-0.63013	-0.40252	0.23791343
chrX	0	0.565242	2e-06	-1.190722	-0.232933	0.1038481
chr12	0	0.382364	1e-06	-1.071704	-0.442332	0.1168347
chr3	0	0.364162	1e-06	-1.467638	-0.245352	0.028813034
chr7	0	0.450588	1e-06	-1.029007	-0.334154	0.07462752
chr14	0	0.431994	1e-06	-0.864321	-0.417507	0.013112485
chr5	0	0.449831	1e-06	-1.053162	-0.289197	0.173482
chr15	0	0.432847	2e-06	-0.938295	-0.396275	0.0026441813
chr4	0	0.663884	1e-06	-0.382927	-0.217578	0.013086945
chr2	0	0.342927	1e-06	-1.71892	-0.40252	0.018077195
chr19	0	0.213604	1e-06	-2.046655	-0.719474	0.022795409
chr10	0	0.374697	1e-06	-1.240217	-0.350029	0.029574096
chr4	0	0.569947	1e-06	-0.951673	-0.217578	0.024732023
chrX	0	0.559953	1e-06	-1.236191	-0.25951	0.04213807
chr8	0	0.401182	1e-06	-1.251434	-0.297746	0.009971172
chr12	0	0.288856	1e-06	-1.775626	-0.442332	0.0442788
chr2	0	0.459322	2e-06	-0.683969	-0.325466	0.0039013326
chr5	0	0.474084	1e-06	-0.866998	-0.289197	0.13723153
chr14	0	0.323864	1e-06	-1.523464	-0.417507	0.03457594
chr8	0	0.55298	1e-06	-0.075931	-0.297746	0.14762631
chr13	0	0.5422	2e-06	-0.680486	-0.318036	0.32155752
chr8	0	0.479084	1e-06	-0.648172	-0.297746	0.078105986
chr6	0	0.428459	1e-06	-1.069005	-0.335257	0.2247288
chr16	0	0.324933	1e-06	-1.632442	-0.387933	0.10461238
chr10	0	0.403872	1e-06	-0.974697	-0.350029	0.09496778
chr1	0	0.551492	2e-06	-0.27715	-0.40969	0.6300449
chr5	0	0.431566	1e-06	-1.193363	-0.289197	0.62577015
chr2	0	0.480382	1e-06	-0.496709	-0.40252	0.045586586
chr3	0	0.35875	1e-06	-1.512933	-0.245352	0.14318028
chr5	0	0.358383	1e-06	-1.755109	-0.289197	0.0018774569
chr10	0	0.326993	1e-06	-1.674368	-0.350029	0.08274034
chr3	0	0.37183	1e-06	-1.403462	-0.245352	0.07865563
chr10	0	0.506633	2e-06	-0.039477	-0.307205	0.019885778
chr14	0	0.382915	1e-06	-1.163499	-0.417507	0.026599944
chr4	0	0.621206	1e-06	-0.641323	-0.217578	0.00086924434
chr2	0	0.521756	3e-06	-0.128824	-0.248412	0.022040367
chr2	0	0.468547	1e-06	-0.601943	-0.40252	0.035776645
chr9	0	0.49129	1e-06	-1.202129	-0.337721	0.035411775
chr2	0	0.346642	1e-06	-1.685887	-0.40252	0.09970373
chr4	0	0.489506	1e-06	-1.438708	-0.217578	0.0023978949
chr1	0	0.541619	2e-06	-0.347483	-0.40969	0.9021665
chr6	0	0.374549	1e-06	-1.47944	-0.335257	0.016916215
chr7	0	0.412202	1e-06	-1.309274	-0.334154	0.0030662417
chr12	0	0.343499	1e-06	-1.364277	-0.442332	0.02840975
chr4	0	0.686268	2e-06	-0.247402	-0.193043	0.025461525
chr9	0	0.43619	1e-06	-1.453077	-0.337721	0.002055943
chr7	0	0.456077	1e-06	-0.98893	-0.334154	0.044127107
chr3	0	0.414001	1e-06	-1.050518	-0.245352	0.085351914
chr21	0	0.740915	2e-06	-0.634746	-0.343545	0.020311594
chr1	0	0.499405	1e-06	-0.648202	-0.485546	0.7101629
chr2	0	0.438636	1e-06	-0.867903	-0.40252	0.052755147
chr1	0	0.527179	1e-06	-0.450349	-0.485546	0.18278676
chrX	0	0.62518	2e-06	-0.675437	-0.232933	0.003911644
chr7	0	0.518306	1e-06	-0.534579	-0.334154	0.030358285
chr2	0	0.48818	1e-06	-0.427372	-0.40252	0.13377821
chr3	0	0.405528	1e-06	-1.121432	-0.245352	0.0150820315
chr10	0	0.360383	1e-06	-1.370488	-0.350029	0.08380121
chr3	0	0.341616	1e-06	-1.656333	-0.245352	0.001488328
chr8	0	0.422402	1e-06	-1.087109	-0.297746	0.14937165
chr7	0	0.578913	3e-06	-0.09207	-0.25434	0.05941409
chr1	0	0.558482	2e-06	-0.227356	-0.40969	0.07223517
chr5	0	0.532888	1e-06	-0.415624	-0.289197	0.0017971396
chr5	0	0.347927	1e-06	-1.835369	-0.289197	0.024050176
chr10	0	0.35546	1e-06	-1.415292	-0.350029	0.20388153
chr14	0	0.348908	1e-06	-1.3708	-0.417507	0.005044192
chr13	0	0.48515	1e-06	-1.014758	-0.341006	0.006445855
chr4	0	0.377696	1e-06	-2.115667	-0.217578	0.0068855286
chr5	0	0.40497	1e-06	-1.397511	-0.289197	0.014973253
chr5	0	0.451569	1e-06	-1.039822	-0.289197	0.07059884
chr6	0	0.404613	1e-06	-1.250553	-0.335257	0.1202631
chr6	0	0.348072	1e-06	-1.681019	-0.335257	0.036698997
chr1	0	0.337063	1e-06	-1.804678	-0.485546	0.34270698
chr16	0	0.321175	1e-06	-1.659384	-0.387933	0.0105398595
chr9	0	0.429912	1e-06	-1.481669	-0.337721	0.0056743324
chr14	0	0.436075	2e-06	-0.839444	-0.389401	0.011152953
chr20	0	0.419733	1e-06	-0.394609	-0.476117	0.14718762
chr4	0	0.559554	1e-06	-1.014598	-0.217578	0.009084016
chr13	0	0.51161	1e-06	-0.859721	-0.341006	0.032502323
chrX	0	0.582784	1e-06	-1.039914	-0.25951	0.27795637
chr14	0	0.344051	1e-06	-1.400408	-0.417507	0.004016459
chr3	0	0.418951	1e-06	-1.00909	-0.245352	0.0013675392
chr8	0	0.590722	2e-06	0.216338	-0.263348	0.28177598
chr3	0	0.355214	1e-06	-1.542527	-0.245352	0.0031146705
chr3	0	0.354679	1e-06	-1.547004	-0.245352	0.007957488
chr2	0	0.397576	1e-06	-1.232997	-0.40252	0.13827944
chr7	0	0.408082	1e-06	-1.339355	-0.334154	0.031018615
chr3	0	0.418299	1e-06	-1.014547	-0.245352	0.009388983
chr2	0	0.400856	1e-06	-1.203832	-0.40252	0.0049272478
chr10	0	0.369196	1e-06	-1.290281	-0.350029	0.018906116
chr7	0	0.431912	1e-06	-1.165366	-0.334154	0.009485066
chr13	0	0.420676	1e-06	-1.392529	-0.341006	0.0059215426
chr3	0	0.329156	1e-06	-1.760615	-0.245352	0.0010927916
chr18	0	0.427545	1e-06	-1.291577	-0.323002	0.0047240853
chr5	0	0.378776	1e-06	-1.598574	-0.289197	0.010427982
chr7	0	0.450367	1e-06	-1.03062	-0.334154	0.002068013
chr7	0	0.50759	1e-06	-0.612819	-0.334154	0.35243547
chr3	0	0.360353	1e-06	-1.499517	-0.245352	0.015885651
chr6	0	0.431633	1e-06	-1.04484	-0.335257	0.16162258
chr2	0	0.477509	1e-06	-0.522255	-0.40252	0.09496871
chr1	0	0.338397	1e-06	-1.795175	-0.485546	0.013310015
chr10	0	0.44273	1e-06	-0.621053	-0.350029	0.48959357
chr3	0	0.291158	1e-06	-2.078633	-0.245352	0.016540468
chr8	0	0.456642	1e-06	-0.821959	-0.297746	0.0035205185
chr5	0	0.392202	1e-06	-1.495517	-0.289197	0.011705458
chrX	0	0.614836	1e-06	-0.764364	-0.25951	0.004517019
chr2	0	0.395078	1e-06	-1.255208	-0.40252	0.034697533
chr5	0	0.49142	1e-06	-0.733929	-0.289197	0.0097384155
chr1	0	0.433292	1e-06	-1.119171	-0.485546	0.016432583
chr8	0	0.366039	1e-06	-1.523577	-0.297746	0.0052771866
chr6	0	0.42489	1e-06	-1.096177	-0.335257	0.08733207
chr9	0	0.575951	1e-06	-0.816549	-0.337721	0.10947129
chr5	0	0.444036	1e-06	-1.097644	-0.289197	0.05776304
chr8	0	0.392158	1e-06	-1.321315	-0.297746	0.009212047
chrX	0	0.524926	1e-06	-1.537317	-0.25951	0.050626457
chrX	0	0.607168	2e-06	-0.830285	-0.232933	0.003175795
chr5	0	0.396613	1e-06	-1.461659	-0.289197	0.0007983744
chr13	0	0.466238	1e-06	-1.125568	-0.341006	0.0057382584
chr10	0	0.408307	1e-06	-0.934335	-0.350029	0.04164797
chr16	0	0.304218	1e-06	-1.780954	-0.387933	0.7070254
chr11	0	0.324019	1e-06	-1.691046	-0.360989	0.015433311
chr4	0	0.574684	1e-06	-0.922993	-0.217578	0.046209425
chr1	0	0.398647	1e-06	-1.365972	-0.485546	0.036190033
chr1	0	0.536471	2e-06	-0.384155	-0.40969	0.030206203
chr4	0	0.558023	1e-06	-1.023868	-0.217578	0.008355111
chr16	0	0.425989	1e-06	-0.90794	-0.387933	0.073480904
chr3	0	0.367928	1e-06	-1.436119	-0.245352	0.03876409
chr2	0	0.455426	2e-06	-0.718611	-0.325466	0.09743604
chr9	0	0.532339	1e-06	-1.015176	-0.337721	0.06346345
chr2	0	0.385933	1e-06	-1.336523	-0.40252	0.03301716
chr9	0	0.401127	1e-06	-1.612768	-0.337721	0.06487742
chr5	0	0.432976	1e-06	-1.18254	-0.289197	0.27528766
chr4	0	0.53302	1e-06	-1.17525	-0.217578	0.012235731
chrX	0	0.615839	1e-06	-0.755741	-0.25951	0.059830368
chr7	0	0.383991	1e-06	-1.51525	-0.334154	0.056492
chr3	0	0.454294	1e-06	-0.713292	-0.245352	0.23884788
chr4	0	0.570158	1e-06	-0.950396	-0.217578	0.121695966
chr3	0	0.485053	2e-06	-0.45586	-0.208421	0.023040324
chr8	0	0.516615	2e-06	-0.357536	-0.263348	0.8407452
chr4	0	0.550688	1e-06	-1.068278	-0.217578	0.0078372955
chr1	0	0.398858	1e-06	-1.364469	-0.485546	0.053043455
chr14	0	0.358827	1e-06	-1.310336	-0.417507	0.07163453
chr7	0	0.467059	1e-06	-0.908747	-0.334154	0.108146966
chr9	0	0.42978	1e-06	-1.482271	-0.337721	0.005075872
chr16	0	0.476089	2e-06	-0.548758	-0.363549	0.108351916
chr2	0	0.443564	1e-06	-0.824085	-0.40252	0.043634742
chr3	0	0.402549	1e-06	-1.146364	-0.245352	0.109454334
chr12	0	0.392449	2e-06	-0.995785	-0.394027	0.008312613
chr7	0	0.4122	1e-06	-1.309288	-0.334154	0.0046006143
chr7	0	0.589114	2e-06	-0.01759	-0.294247	0.7436718
chr16	0	0.338729	1e-06	-1.533534	-0.387933	0.0045550466
chr5	0	0.508324	2e-06	-0.604175	-0.252146	0.28758585
chr17	0	0.368308	3e-06	-0.778182	-0.544721	0.104337186
chrX	0	0.641805	1e-06	-0.532512	-0.25951	0.28224778
chr12	0	0.316473	1e-06	-1.567727	-0.442332	0.071448624
chr2	0	0.442683	2e-06	-0.831918	-0.325466	0.0041726828
chrX	0	0.549024	1e-06	-1.330147	-0.25951	0.008156151
chr10	0	0.34512	1e-06	-1.509395	-0.350029	0.26956367
chr2	0	0.505337	1e-06	-0.274817	-0.40252	0.866056
chr4	0	0.605367	1e-06	-0.737221	-0.217578	0.011899471
chr8	0	0.54272	2e-06	-0.155383	-0.263348	0.06237489
chr1	0	0.417352	1e-06	-1.232723	-0.485546	0.23666966
chr3	0	0.382738	1e-06	-1.312169	-0.245352	0.06436762
chr5	0	0.395561	1e-06	-1.469734	-0.289197	0.07275176
chr1	0	0.519139	1e-06	-0.507623	-0.485546	0.4869602
chr15	0	0.430278	2e-06	-0.957978	-0.396275	0.016788512
chr2	0	0.374996	1e-06	-1.433772	-0.40252	0.006637901
chrX	0	0.614811	1e-06	-0.764579	-0.25951	0.5739322
chr4	0	0.569298	1e-06	-0.955603	-0.217578	0.025929779
chr7	0	0.440815	1e-06	-1.100362	-0.334154	0.019178957
chr7	0	0.446234	1e-06	-1.060797	-0.334154	0.11397296
chr9	0	0.587806	1e-06	-0.762557	-0.337721	0.2399702
chr7	0	0.412421	1e-06	-1.307675	-0.334154	0.0026406646
chr9	0	0.611945	2e-06	-0.652618	-0.317218	0.07070771
chr4	0	0.582634	1e-06	-0.874859	-0.217578	0.00078710914
chr6	0	0.383638	1e-06	-1.410243	-0.335257	0.05713591
chr4	0	0.566826	1e-06	-0.97057	-0.217578	0.0032885969
chr7	0	0.461019	2e-06	-0.952847	-0.294247	0.35882205
chr18	0	0.419392	1e-06	-1.350787	-0.323002	0.01391229
chr14	0	0.349521	1e-06	-1.367063	-0.417507	0.009460539
chr14	0	0.360891	1e-06	-1.297754	-0.417507	0.029331386
chr3	0	0.529517	1e-06	-0.083726	-0.245352	0.40195042
chr4	0	0.633265	1e-06	-0.568311	-0.217578	0.020426154
chr2	0	0.357085	1e-06	-1.593031	-0.40252	0.3691189
chr8	0	0.546212	1e-06	-0.128341	-0.297746	0.13003722
chr10	0	0.335955	1e-06	-1.592805	-0.350029	0.06670958
chr3	0	0.313042	1e-06	-1.895478	-0.245352	0.018227637
chr9	0	0.438757	1e-06	-1.441386	-0.337721	0.007034242
chr6	0	0.359316	1e-06	-1.595414	-0.335257	0.008344978
chr1	0	0.424511	1e-06	-1.181725	-0.485546	0.0038320124
chr9	0	0.647582	2e-06	-0.490313	-0.317218	0.09893146
chr7	0	0.42179	1e-06	-1.239269	-0.334154	0.005363524
chr14	0	0.367557	1e-06	-1.257119	-0.417507	0.054852962
chr16	0	0.289724	1e-06	-1.884866	-0.387933	0.08991939
chr4	0	0.645511	1e-06	-0.494167	-0.217578	0.27548763
chr5	0	0.548255	1e-06	-0.297668	-0.289197	0.0015245378
chr10	0	0.497907	3e-06	-0.118891	-0.264381	0.79959726
chr4	0	0.522868	1e-06	-1.236716	-0.217578	0.0010902286
chr9	0	0.586401	1e-06	-0.768956	-0.337721	0.36355835
chr14	0	0.393214	1e-06	-1.100718	-0.417507	0.04975903
chr10	0	0.336059	1e-06	-1.591859	-0.350029	0.094148666
chr11	0	0.394358	1e-06	-1.122719	-0.360989	0.17700547
chr3	0	0.384078	1e-06	-1.300954	-0.245352	0.00064745545
chrX	0	0.668624	2e-06	-0.30195	-0.232933	0.023368001
chr16	0	0.474922	1e-06	-0.557125	-0.387933	0.08340427
chr3	0	0.360586	1e-06	-1.497566	-0.245352	0.04696992
chr1	0	0.373273	1e-06	-1.546729	-0.485546	0.020904988
chr2	0	0.353802	1e-06	-1.622223	-0.40252	0.028585076
chr1	0	0.519775	2e-06	-0.503093	-0.40969	0.17625657
chr1	0	0.389359	1e-06	-1.432137	-0.485546	0.12627262
chr20	0	0.385846	2e-06	-0.747617	-0.444505	0.07819545
chr17	0	0.300559	1e-06	-1.434744	-0.649844	0.12006694
chr2	0	0.482211	1e-06	-0.480446	-0.40252	0.06838822
chr11	0	0.412067	1e-06	-0.979634	-0.360989	0.17134136
chr14	0	0.328722	1e-06	-1.493851	-0.417507	0.024338484
chr16	0	0.482194	2e-06	-0.504989	-0.363549	0.30853108
chr7	0	0.481112	2e-06	-0.806143	-0.294247	0.0053761005
chr2	0	0.395803	1e-06	-1.248762	-0.40252	0.0142504275
chr21	0	0.575787	1e-06	-1.056941	-0.348593	0.006637305
chrX	0	0.636189	1e-06	-0.580793	-0.25951	0.026111007
chr2	0	0.360277	1e-06	-1.564649	-0.40252	0.0013472736
chr1	0	0.349297	1e-06	-1.717527	-0.485546	0.016985506
chr4	0	0.531515	1e-06	-1.184362	-0.217578	0.033577025
chr13	0	0.559247	1e-06	-0.580603	-0.341006	0.40604612
chr1	0	0.414421	1e-06	-1.253603	-0.485546	0.004834771
chr2	0	0.440144	1e-06	-0.854494	-0.40252	0.07637718
chr3	0	0.316722	1e-06	-1.864679	-0.245352	0.002305597
chr7	0	0.412259	1e-06	-1.308858	-0.334154	0.013596088
chr2	0	0.383054	1e-06	-1.362122	-0.40252	0.0101287365
chrX	0	0.689931	1e-06	-0.118775	-0.25951	0.15884179
chr5	0	0.397036	1e-06	-1.458412	-0.289197	0.008681059
chr2	0	0.476803	1e-06	-0.528533	-0.40252	0.5224827
chr2	0	0.441598	1e-06	-0.841566	-0.40252	0.021694064
chr16	0	0.334357	1e-06	-1.564878	-0.387933	0.044140607
chr2	0	0.439611	1e-06	-0.859233	-0.40252	0.39734042
chr7	0	0.404109	1e-06	-1.368363	-0.334154	0.006260425
chr4	0	0.540682	1e-06	-1.12886	-0.217578	0.0034958422
chr7	0	0.432681	1e-06	-1.159751	-0.334154	0.49529898
chrX	0	0.572113	1e-06	-1.131652	-0.25951	0.20688719
chr4	0	0.677384	1e-06	-0.30119	-0.217578	0.62753963
chr3	0	0.42278	1e-06	-0.977044	-0.245352	0.0016298592
chr5	0	0.440725	1e-06	-1.123059	-0.289197	0.08923939
chr2	0	0.375508	1e-06	-1.429219	-0.40252	0.010763854
chr8	0	0.43	1e-06	-1.028272	-0.297746	0.031235218
chr20	0	0.343387	2e-06	-1.189921	-0.444505	0.03937915
chr5	0	0.458075	1e-06	-0.989882	-0.289197	0.5877681
chr13	0	0.445962	1e-06	-1.244371	-0.341006	0.005586624
chr15	0	0.38425	1e-06	-1.310624	-0.424557	0.063526124
chr2	0	0.425802	1e-06	-0.982019	-0.40252	0.57059973
chr2	0	0.420311	1e-06	-1.030844	-0.40252	0.4943381
chr10	0	0.416282	2e-06	-0.861755	-0.307205	0.009443194
chr11	0	0.491621	2e-06	-0.336852	-0.326244	0.7088803
chrX	0	0.542096	1e-06	-1.389707	-0.25951	0.017553419
chr4	0	0.774617	4e-06	0.287512	-0.143974	0.0022349656
